Wall time,Step,Value
1679689100.423754,0,0.7061598896980286
1679689100.975071,1,0.7045904994010925
1679689101.49641,2,0.7039505839347839
1679689102.003827,3,0.7030778527259827
1679689102.516743,4,0.7024611830711365
1679689103.007106,5,0.7013346552848816
1679689103.293021,6,0.7005729079246521
1679689103.590007,7,0.6998663544654846
1679689103.869428,8,0.699030339717865
1679689104.154098,9,0.6982705593109131
1679689104.474389,10,0.697334885597229
1679689104.779127,11,0.6967660784721375
1679689105.056012,12,0.6963987350463867
1679689105.368772,13,0.6960645318031311
1679689105.667808,14,0.6958891153335571
1679689105.974246,15,0.69523686170578
1679688767.090452,16,0.7184919714927673
1679688767.381967,17,0.7176675796508789
1679689106.876848,18,0.6943068504333496
1679689107.163586,19,0.6938817501068115
1679689107.4467268,20,0.6933571100234985
1679689107.758081,21,0.6930356621742249
1679689108.055707,22,0.6927498579025269
1679688769.060033,23,0.7131604552268982
1679688769.352478,24,0.7125363945960999
1679688769.628737,25,0.7121469974517822
1679689109.27137,26,0.692057728767395
1679689109.557369,27,0.6917333006858826
1679689109.848687,28,0.6913426518440247
1679689110.16951,29,0.6912297606468201
