Wall time,Step,Value
1679688816.887132,0,0.6915850639343262
1679689167.121857,1,0.6882122159004211
1679689167.410664,2,0.68802809715271
1679688817.843306,3,0.6915020942687988
1679688818.126048,4,0.69147789478302
1679689168.288973,5,0.686930239200592
1679688818.677944,6,0.6914460062980652
1679689168.890695,7,0.6861912608146667
1679688819.229531,8,0.6914032697677612
1679689169.464884,9,0.6859346628189087
1679688819.803895,10,0.691335141658783
1679689170.040497,11,0.6854272484779358
1679689170.329518,12,0.6853204369544983
1679689170.621142,13,0.6850703358650208
1679688820.965018,14,0.6912593841552734
1679688821.24222,15,0.6912329792976379
1679688821.526707,16,0.6912053227424622
1679689171.776961,17,0.6845508813858032
1679689172.065872,18,0.6841106414794922
1679688822.370489,19,0.6911499500274658
1679689172.727539,20,0.6837130188941956
1679688822.924001,21,0.6911006569862366
1679689173.302923,22,0.6832547187805176
1679689173.600526,23,0.6830074191093445
1679689173.901525,24,0.6828615069389343
1679689174.196119,25,0.6826960444450378
1679688824.320299,26,0.6909768581390381
1679689174.845043,27,0.6822529435157776
1679689175.1307027,28,0.6819127202033997
1679689175.415474,29,0.6816660165786743
