Wall time,Step,Value
1679689133.042843,0,0.692007303237915
1679689133.373251,1,0.6920011639595032
1679689133.652754,2,0.6919944286346436
1679688784.53842,3,0.6930263042449951
1679689134.22557,4,0.6919776797294617
1679689134.504321,5,0.6919724345207214
1679689134.789414,6,0.6919666528701782
1679688785.741589,7,0.693000316619873
1679689135.355766,8,0.6919543147087097
1679688786.296101,9,0.6929872035980225
1679689135.925809,10,0.6919412016868591
1679688786.867792,11,0.6929768323898315
1679688787.150237,12,0.6929711103439331
1679688787.427247,13,0.6929658055305481
1679689137.073225,14,0.6919180154800415
1679689137.35148,15,0.6919133067131042
1679688788.39907,16,0.6929466724395752
1679689138.069585,17,0.6918981075286865
1679688789.4295,18,0.692935585975647
1679689139.068359,19,0.6918864250183105
1679688790.455145,20,0.6929246783256531
1679689140.032024,21,0.6918776631355286
1679688791.343498,22,0.6929128170013428
1679689140.910004,23,0.6918708086013794
1679688791.933451,24,0.6929015517234802
1679689141.487308,25,0.691859245300293
1679689141.776021,26,0.6918508410453796
1679688792.796709,27,0.6928836107254028
1679688793.070767,28,0.6928738951683044
1679688793.369579,29,0.692864716053009
