Wall time,Step,Value
1679689079.253138,0,0.7035311460494995
1679689079.583668,1,0.7024409770965576
1679689079.864786,2,0.7011277675628662
1679689080.168815,3,0.700005829334259
1679688742.220324,4,0.6937196850776672
1679689080.813785,5,0.6982609629631042
1679688742.814364,6,0.6931143403053284
1679689081.398725,7,0.6965781450271606
1679689081.678443,8,0.6959906816482544
1679688743.706458,9,0.6925087571144104
1679689082.231557,10,0.6951357126235962
1679688744.2595987,11,0.6921968460083008
1679688744.534302,12,0.6920216679573059
1679689083.083994,13,0.6939863562583923
1679688745.089811,14,0.691728949546814
1679689083.650821,15,0.6933419704437256
1679689083.97415,16,0.6930426359176636
1679689084.262642,17,0.6927251219749451
1679689084.548003,18,0.6925077438354492
1679688746.490675,19,0.6906265020370483
1679689085.171276,20,0.6919735670089722
1679688747.074012,21,0.6901755332946777
1679688747.360072,22,0.69012451171875
1679688747.6226351,23,0.6898608803749084
1679689086.292972,24,0.6912876963615417
1679689086.572399,25,0.6909876465797424
1679689086.849932,26,0.6906458735466003
1679688748.784423,27,0.6891425251960754
1679689087.493774,28,0.690057098865509
1679689088.000062,29,0.6898466944694519
