Wall time,Step,Value
1679688685.386996,0,0.6966714859008789
1679688685.961144,1,0.6961284875869751
1679688686.474979,2,0.6951898336410522
1679689025.5630803,3,0.6949641108512878
1679689025.837712,4,0.6948283910751343
1679688687.821385,5,0.6930366158485413
1679688688.133078,6,0.692375898361206
1679688688.432457,7,0.6915832161903381
1679688688.749748,8,0.6908184289932251
1679689027.250275,9,0.694452166557312
1679688689.299078,10,0.689032793045044
1679688689.585952,11,0.6888095140457153
1679688689.85857,12,0.6881043314933777
1679688690.13467,13,0.6879472136497498
1679689028.631573,14,0.6940043568611145
1679689028.926767,15,0.6938779950141907
1679689029.205656,16,0.69380122423172
1679689029.483323,17,0.6936600208282471
1679688691.537513,18,0.6846649050712585
1679689030.04279,19,0.6934300065040588
1679689030.332261,20,0.6933500170707703
1679689030.605629,21,0.6932005286216736
1679688692.640033,22,0.6815455555915833
1679689031.173928,23,0.6930376887321472
1679689031.455268,24,0.6930004954338074
1679689031.732008,25,0.6929234862327576
1679688693.803606,26,0.6794410943984985
1679688694.09234,27,0.6791232824325562
1679689032.564306,28,0.6926501989364624
1679688694.714304,29,0.6782661080360413
