Wall time,Step,Value
1679689068.21233,0,0.6891095638275146
1679688730.135863,1,0.6909668445587158
1679689068.8705122,2,0.6888939142227173
1679688730.710238,3,0.6908718943595886
1679688730.990364,4,0.6908369660377502
1679688731.267963,5,0.6907910704612732
1679688731.553551,6,0.6907539367675781
1679689070.269719,7,0.6885506510734558
1679689070.545952,8,0.6885386109352112
1679689070.818366,9,0.6884085536003113
1679689071.085524,10,0.6883472800254822
1679688733.007902,11,0.6905307769775391
1679688733.287579,12,0.6905004978179932
1679688733.578645,13,0.6904454231262207
1679688733.858854,14,0.6903985738754272
1679688734.132461,15,0.6903684735298157
1679689072.794858,16,0.6879632472991943
1679688734.701304,17,0.6902744770050049
1679689073.3618538,18,0.6878947019577026
1679688735.276869,19,0.6901920437812805
1679688735.56155,20,0.6901477575302124
1679689074.231456,21,0.6878129839897156
1679688736.126535,22,0.690081000328064
1679688736.399514,23,0.6900857090950012
1679688736.872009,24,0.6900611519813538
1679689076.110779,25,0.6875354051589966
1679688737.891129,26,0.6900147199630737
1679689077.067934,27,0.6875174641609192
1679689077.473925,28,0.6874675154685974
1679689077.757119,29,0.687373697757721
